Date,S&P Comp. P,Dividend D,Earnings E,Price Index CPI,Date Fraction,Long Interest Rate GS10,Real Price,Real Dividend,Total Return Price,Real Earnings,TR Scaled Earnings,Ratio P/E10 or CAPE,Ratio TR P/E10 or TR CAPE,Excess CAPE Yield,Total Bond Returns,Total Bond Returns,10 Year Annualized Stock Real Return,10 Year Annualized Bonds Real Return,Real 10 Year Excess Annualized Returns
1939.03,12.39,0.52,0.71,13.90,1939.21,2.34,296.63,12.45,"  10,708.20 ",17.00,  613.63 ,15.73,20.43,2.03%,1.00,15.21,1.98%,-3.00%,4.98%
1939.04,10.83,0.52,0.73,13.80,1939.29,2.32,261.16,12.62,"  9,465.74 ",17.52,  635.13 ,13.92,18.05,2.86%,1.00,15.37,3.24%,-3.12%,6.36%
1939.05,11.23,0.53,0.74,13.80,1939.37,2.31,270.81,12.70,"  9,853.72 ",17.93,  652.23 ,14.50,18.78,2.52%,1.00,15.41,2.85%,-3.09%,5.95%
1939.06,11.43,0.53,0.76,13.80,1939.46,2.30,275.63,12.78,"  10,067.96 ",18.33,  669.44 ,14.83,19.18,2.32%,1.00,15.46,2.08%,-3.14%,5.22%
1939.07,11.71,0.54,0.78,13.80,1939.54,2.29,282.38,13.02,"  10,354.23 ",18.73,  686.75 ,15.27,19.71,2.03%,1.00,15.51,2.50%,-3.07%,5.57%
1939.08,11.54,0.55,0.79,13.80,1939.62,2.27,278.28,13.26,"  10,244.44 ",19.13,  704.27 ,15.12,19.48,2.11%,1.00,15.55,2.98%,-3.13%,6.11%
1939.09,12.77,0.56,0.81,14.10,1939.71,2.26,301.39,13.22,"  11,135.70 ",19.12,  706.34 ,16.45,21.15,1.79%,1.00,15.27,2.27%,-2.97%,5.24%
1939.1,12.90,0.58,0.84,14.00,1939.79,2.25,306.64,13.79,"  11,371.86 ",19.97,  740.49 ,16.82,21.57,1.60%,1.00,15.42,2.46%,-2.97%,5.43%
1939.11,12.67,0.60,0.87,14.00,1939.87,2.24,301.17,14.26,"  11,213.18 ",20.68,  769.97 ,16.60,21.24,1.70%,1.00,15.47,2.76%,-3.02%,5.78%
1939.12,12.37,0.62,0.90,14.00,1939.96,2.22,294.04,14.74,"  10,993.40 ",21.39,  799.84 ,16.28,20.78,1.88%,1.00,15.51,3.39%,-2.95%,6.33%
1940.01,12.30,0.62,0.93,13.90,1940.04,2.21,294.48,14.92,"  11,056.33 ",22.27,  835.97 ,16.38,20.86,1.84%,1.00,15.67,3.64%,-2.99%,6.63%
1940.02,12.22,0.63,0.96,14.00,1940.12,2.19,290.47,14.90,"  10,952.57 ",22.82,  860.43 ,16.22,20.61,2.06%,1.00,15.62,4.00%,-2.95%,6.95%
1940.03,12.15,0.63,0.99,14.00,1940.21,2.17,288.81,14.98,"  10,936.88 ",23.53,  891.15 ,16.17,20.51,2.15%,1.00,15.68,4.11%,-3.03%,7.14%
1940.04,12.27,0.64,1.01,14.00,1940.29,2.15,291.66,15.13,"  11,092.66 ",23.93,  910.08 ,16.37,20.71,2.04%,1.00,15.74,4.31%,-3.07%,7.38%
1940.05,10.58,0.64,1.02,14.00,1940.37,2.12,251.49,15.29,"  9,613.29 ",24.32,  929.83 ,14.14,17.86,3.08%,1.00,15.80,6.18%,-3.14%,9.32%
1940.06,9.67,0.65,1.04,14.10,1940.46,2.10,228.23,15.34,"  8,772.99 ",24.55,  943.53 ,12.84,16.21,3.95%,1.00,15.74,7.34%,-3.15%,10.48%
1940.07,9.99,0.66,1.05,14.00,1940.54,2.08,237.47,15.61,"  9,178.04 ",25.04,  967.72 ,13.37,16.86,3.71%,1.00,15.91,5.98%,-3.37%,9.35%
1940.08,10.20,0.66,1.07,14.00,1940.62,2.06,242.46,15.77,"  9,421.76 ",25.36,  985.28 ,13.65,17.20,3.64%,1.00,15.97,6.30%,-3.48%,9.78%
1940.09,10.63,0.67,1.08,14.00,1940.71,2.04,252.68,15.93,"  9,870.52 ",25.67,"  1,002.84 ",14.21,17.89,3.31%,1.00,16.03,6.19%,-3.56%,9.75%
1940.1,10.73,0.67,1.07,14.00,1940.79,2.02,255.06,15.93,"  10,015.22 ",25.43,  998.72 ,14.33,18.02,3.33%,1.00,16.09,6.44%,-3.67%,10.11%
1940.11,10.98,0.67,1.06,14.00,1940.87,1.99,261.00,15.93,"  10,300.68 ",25.20,  994.42 ,14.64,18.39,3.27%,1.00,16.15,6.14%,-3.74%,9.88%
1940.12,10.53,0.67,1.05,14.10,1940.96,1.97,248.53,15.81,"  9,860.47 ",24.78,  983.24 ,13.91,17.47,3.90%,1.00,16.09,6.50%,-3.82%,10.32%
1941.01,10.55,0.67,1.05,14.10,1941.04,1.95,249.00,15.89,"  9,931.74 ",24.86,  991.60 ,13.90,17.46,4.05%,1.00,16.15,7.08%,-4.00%,11.08%
1941.02,9.89,0.68,1.06,14.10,1941.12,1.99,233.42,15.97,"  9,363.51 ",24.94,"  1,000.42 ",13.00,16.33,4.63%,1.00,16.11,8.04%,-4.08%,12.12%
1941.03,9.95,0.68,1.06,14.20,1941.21,2.04,233.18,15.94,"  9,407.24 ",24.84,"  1,002.18 ",12.96,16.27,4.75%,1.00,15.96,7.83%,-4.02%,11.85%
1941.04,9.64,0.68,1.07,14.30,1941.29,2.08,224.34,15.90,"  9,103.88 ",24.90,"  1,010.49 ",12.43,15.62,5.17%,1.00,15.82,8.39%,-3.92%,12.31%
