Date,S&P Comp. P,Dividend D,Earnings E,Price Index CPI,Date Fraction,Long Interest Rate GS10,Real Price,Real Dividend,Total Return Price,Real Earnings,TR Scaled Earnings,Ratio P/E10 or CAPE,Ratio TR P/E10 or TR CAPE,Excess CAPE Yield,Total Bond Returns,Total Bond Returns,10 Year Annualized Stock Real Return,10 Year Annualized Bonds Real Return,Real 10 Year Excess Annualized Returns
1994.04,447.23,12.75,23.54,147.40,1994.29,6.97,1009.71,28.79,"  384,362.98 ",53.15,"  20,230.99 ",20.06,23.44,1.66%,0.99,22.04,8.98%,5.23%,3.75%
1994.05,450.90,12.80,24.37,147.50,1994.37,7.18,1017.30,28.87,"  388,170.23 ",54.98,"  20,979.62 ",20.20,23.59,1.39%,1.01,21.83,8.53%,5.00%,3.53%
1994.06,454.83,12.84,25.20,148.00,1994.46,7.10,1022.70,28.87,"  391,148.70 ",56.66,"  21,671.72 ",20.29,23.69,1.45%,0.99,22.01,8.72%,4.91%,3.80%
1994.07,451.40,12.87,25.91,148.40,1994.54,7.30,1012.26,28.86,"  388,072.43 ",58.10,"  22,275.05 ",20.07,23.42,1.29%,1.01,21.77,8.57%,5.28%,3.30%
1994.08,464.24,12.90,26.62,149.00,1994.62,7.24,1036.86,28.81,"  398,424.40 ",59.45,"  22,846.07 ",20.54,23.95,1.24%,0.99,21.91,8.13%,5.43%,2.70%
1994.09,466.96,12.92,27.33,149.40,1994.71,7.46,1040.14,28.78,"  400,607.35 ",60.88,"  23,446.55 ",20.58,23.98,0.99%,0.99,21.64,8.35%,5.70%,2.65%
1994.1,463.81,13.01,28.42,149.50,1994.79,7.74,1032.43,28.97,"  398,568.52 ",63.26,"  24,422.32 ",20.40,23.75,0.73%,0.99,21.34,8.36%,5.85%,2.50%
1994.11,461.01,13.10,29.51,149.70,1994.87,7.96,1024.83,29.11,"  396,569.72 ",65.60,"  25,385.07 ",20.21,23.51,0.57%,1.02,21.13,8.91%,5.91%,3.00%
1994.12,455.19,13.17,30.60,149.70,1994.96,7.81,1011.89,29.28,"  392,507.34 ",68.02,"  26,386.18 ",19.91,23.15,0.79%,1.01,21.49,9.36%,5.78%,3.58%
1995.01,465.25,13.18,31.25,150.30,1995.04,7.78,1030.12,29.18,"  400,523.79 ",69.19,"  26,902.46 ",20.22,23.49,0.77%,1.03,21.59,8.97%,5.75%,3.21%
1995.02,481.92,13.18,31.90,150.90,1995.12,7.47,1062.79,29.07,"  414,166.81 ",70.35,"  27,415.17 ",20.80,24.14,0.93%,1.03,22.11,8.72%,5.52%,3.20%
1995.03,493.15,13.17,32.55,151.40,1995.21,7.20,1083.97,28.95,"  423,358.40 ",71.55,"  27,943.46 ",21.15,24.53,1.12%,1.02,22.59,8.37%,4.97%,3.40%
1995.04,507.91,13.24,33.18,151.90,1995.29,7.06,1112.73,29.01,"  435,538.59 ",72.68,"  28,449.40 ",21.64,25.07,1.14%,1.04,22.88,7.73%,4.94%,2.79%
1995.05,523.81,13.31,33.80,152.20,1995.37,6.63,1145.31,29.09,"  449,236.67 ",73.91,"  28,990.82 ",22.20,25.68,1.43%,1.04,23.68,7.55%,4.79%,2.76%
1995.06,539.35,13.36,34.43,152.50,1995.46,6.17,1176.96,29.15,"  462,607.28 ",75.13,"  29,531.04 ",22.72,26.26,1.78%,1.00,24.57,7.46%,4.56%,2.90%
1995.07,557.37,13.44,34.68,152.50,1995.54,6.28,1216.29,29.33,"  479,023.90 ",75.68,"  29,805.24 ",23.38,26.99,1.53%,0.99,24.50,7.23%,4.42%,2.81%
1995.08,559.11,13.51,34.93,152.90,1995.62,6.49,1216.89,29.40,"  480,227.29 ",76.02,"  30,001.86 ",23.28,26.86,1.34%,1.03,24.19,7.18%,4.47%,2.71%
1995.09,578.77,13.58,35.18,153.20,1995.71,6.20,1257.22,29.50,"  497,110.17 ",76.42,"  30,216.38 ",23.95,27.59,1.51%,1.02,24.79,6.71%,4.17%,2.54%
1995.1,582.92,13.65,34.77,153.70,1995.79,6.04,1262.11,29.55,"  500,019.73 ",75.29,"  29,828.00 ",23.93,27.54,1.66%,1.01,25.13,6.34%,3.83%,2.51%
1995.11,595.53,13.72,34.37,153.60,1995.87,5.93,1290.25,29.73,"  512,150.34 ",74.46,"  29,555.05 ",24.35,28.00,1.67%,1.02,25.48,6.59%,3.74%,2.85%
1995.12,614.57,13.79,33.96,153.50,1995.96,5.71,1332.37,29.90,"  529,857.80 ",73.62,"  29,278.96 ",25.03,28.75,1.74%,1.01,26.04,6.50%,3.65%,2.84%
1996.01,614.42,13.89,33.99,154.40,1996.04,5.65,1324.28,29.94,"  527,633.05 ",73.25,"  29,186.07 ",24.76,28.42,1.87%,0.99,26.13,6.62%,3.62%,3.00%
1996.02,649.54,14.00,34.01,154.90,1996.12,5.81,1395.46,30.07,"  556,990.25 ",73.07,"  29,166.91 ",25.98,29.78,1.59%,0.97,25.86,6.02%,3.62%,2.40%
1996.03,647.07,14.10,34.04,155.70,1996.21,6.27,1383.01,30.14,"  553,023.61 ",72.76,"  29,092.56 ",25.63,29.36,1.28%,0.99,24.98,6.19%,3.84%,2.35%
1996.04,647.17,14.16,34.33,156.30,1996.29,6.51,1377.91,30.14,"  551,990.21 ",73.09,"  29,281.06 ",25.42,29.10,1.13%,0.99,24.58,6.21%,3.74%,2.46%
1996.05,661.23,14.21,34.62,156.60,1996.37,6.74,1405.15,30.20,"  563,910.28 ",73.57,"  29,524.63 ",25.81,29.52,0.83%,0.99,24.25,5.84%,3.77%,2.07%
1996.06,668.50,14.27,34.91,156.70,1996.46,6.91,1419.69,30.31,"  570,759.96 ",74.14,"  29,805.88 ",25.97,29.67,0.59%,1.01,24.08,5.40%,3.87%,1.53%
1996.07,644.07,14.40,35.27,157.00,1996.54,6.87,1365.20,30.52,"  549,873.64 ",74.77,"  30,114.52 ",24.86,28.38,0.82%,1.02,24.24,5.84%,3.83%,2.01%
1996.08,662.68,14.53,35.64,157.30,1996.62,6.64,1401.97,30.74,"  565,714.66 ",75.39,"  30,422.23 ",25.41,28.99,0.96%,0.99,24.74,5.76%,3.81%,1.95%
1996.09,674.88,14.66,36.00,157.80,1996.71,6.83,1423.25,30.92,"  575,343.62 ",75.92,"  30,690.45 ",25.68,29.27,0.72%,1.03,24.46,5.90%,4.15%,1.75%
1996.1,701.46,14.74,36.91,158.30,1996.79,6.53,1474.63,30.99,"  597,158.43 ",77.59,"  31,421.77 ",26.48,30.16,0.92%,1.03,25.05,5.94%,3.99%,1.95%
1996.11,735.67,14.82,37.82,158.60,1996.87,6.20,1543.63,31.10,"  626,146.41 ",79.36,"  32,189.51 ",27.59,31.38,1.11%,1.00,25.75,5.66%,3.87%,1.79%
1996.12,743.25,14.90,38.73,158.60,1996.96,6.30,1559.53,31.26,"  633,654.74 ",81.27,"  33,019.10 ",27.72,31.51,0.99%,0.98,25.69,5.75%,3.95%,1.80%
1997.01,766.22,14.95,39.23,159.10,1997.04,6.58,1602.68,31.28,"  652,243.83 ",82.06,"  33,397.30 ",28.33,32.17,0.60%,1.02,25.23,5.48%,3.98%,1.50%
1997.02,798.39,15.01,39.74,159.60,1997.12,6.42,1664.73,31.29,"  678,560.54 ",82.86,"  33,772.66 ",29.27,33.19,0.64%,0.99,25.58,5.18%,3.86%,1.32%
1997.03,792.16,15.06,40.24,160.00,1997.21,6.69,1647.61,31.32,"  672,646.41 ",83.70,"  34,168.97 ",28.80,32.64,0.40%,0.99,25.15,4.91%,4.11%,0.80%
1997.04,763.93,15.09,40.34,160.20,1997.29,6.89,1586.91,31.35,"  648,932.33 ",83.81,"  34,270.25 ",27.59,31.23,0.31%,1.02,24.90,5.65%,4.08%,1.57%
1997.05,833.09,15.13,40.45,160.10,1997.37,6.71,1731.66,31.44,"  709,194.87 ",84.07,"  34,431.56 ",29.93,33.84,0.17%,1.02,25.39,5.00%,3.81%,1.19%
1997.06,876.29,15.16,40.55,160.30,1997.46,6.49,1819.18,31.47,"  746,113.67 ",84.18,"  34,526.14 ",31.26,35.31,0.22%,1.03,25.90,4.49%,3.34%,1.15%
1997.07,925.29,15.22,40.58,160.50,1997.54,6.22,1918.52,31.55,"  787,931.14 ",84.14,"  34,555.92 ",32.77,36.97,0.33%,1.00,26.53,3.98%,3.22%,0.76%
1997.08,927.24,15.27,40.61,160.80,1997.62,6.30,1918.97,31.61,"  789,200.35 ",84.04,"  34,564.33 ",32.59,36.73,0.23%,1.01,26.46,3.54%,3.57%,-0.03%
1997.09,937.02,15.33,40.64,161.20,1997.71,6.21,1934.40,31.65,"  796,630.04 ",83.90,"  34,551.07 ",32.67,36.78,0.29%,1.02,26.71,3.73%,3.61%,0.12%
1997.1,951.16,15.39,40.33,161.60,1997.79,6.03,1958.73,31.69,"  807,737.30 ",83.06,"  34,251.56 ",32.90,37.00,0.44%,1.02,27.14,3.87%,3.45%,0.41%
1997.11,938.92,15.44,40.03,161.50,1997.87,5.88,1934.72,31.82,"  798,930.21 ",82.48,"  34,058.85 ",32.34,36.32,0.63%,1.01,27.59,3.41%,3.57%,-0.16%
1997.12,962.37,15.50,39.72,161.30,1997.96,5.81,1985.50,31.98,"  820,999.70 ",81.95,"  33,885.21 ",33.03,37.06,0.62%,1.03,27.91,3.26%,3.54%,-0.28%
1998.01,963.36,15.55,39.66,161.60,1998.04,5.54,1983.85,32.02,"  821,421.99 ",81.67,"  33,816.64 ",32.86,36.83,0.90%,1.00,28.57,2.50%,3.58%,-1.08%
1998.02,1023.74,15.60,39.60,161.90,1998.12,5.57,2104.29,32.07,"  872,394.74 ",81.40,"  33,745.71 ",34.71,38.86,0.70%,1.00,28.58,1.69%,3.58%,-1.89%
1998.03,1076.83,15.64,39.54,162.20,1998.21,5.65,2209.32,32.09,"  917,047.51 ",81.12,"  33,672.96 ",36.30,40.58,0.47%,1.01,28.49,0.83%,3.75%,-2.92%
1998.04,1112.20,15.75,39.35,162.50,1998.29,5.64,2277.68,32.25,"  946,536.29 ",80.58,"  33,488.76 ",37.28,41.63,0.37%,1.00,28.59,0.87%,3.54%,-2.67%
1998.05,1108.42,15.85,39.16,162.80,1998.37,5.65,2265.75,32.40,"  942,703.05 ",80.05,"  33,305.29 ",36.96,41.22,0.37%,1.02,28.65,1.08%,3.29%,-2.21%
1998.06,1108.39,15.95,38.97,163.00,1998.46,5.50,2262.91,32.56,"  942,649.93 ",79.56,"  33,142.73 ",36.80,40.99,0.50%,1.01,29.08,0.54%,2.88%,-2.34%
1998.07,1156.58,16.02,38.68,163.20,1998.54,5.46,2358.40,32.66,"  983,562.29 ",78.87,"  32,890.89 ",38.26,42.56,0.41%,1.01,29.26,-0.56%,2.87%,-3.43%
1998.08,1074.62,16.08,38.38,163.40,1998.62,5.34,2188.59,32.76,"  913,882.86 ",78.17,"  32,642.09 ",35.42,39.36,0.70%,1.05,29.63,0.42%,2.92%,-2.50%
1998.09,1020.64,16.14,38.09,163.60,1998.71,4.81,2076.12,32.83,"  868,058.28 ",77.48,"  32,395.69 ",33.53,37.21,1.34%,1.03,30.96,0.46%,2.69%,-2.23%
1998.1,1032.47,16.17,37.96,164.00,1998.79,4.53,2095.06,32.80,"  877,121.02 ",77.03,"  32,251.21 ",33.77,37.44,1.59%,0.98,31.70,-1.79%,2.48%,-4.27%
1998.11,1144.43,16.18,37.84,164.00,1998.87,4.83,2322.24,32.84,"  973,380.82 ",76.78,"  32,181.54 ",37.37,41.38,0.99%,1.02,31.07,-3.49%,3.15%,-6.64%
1998.12,1190.05,16.20,37.71,163.90,1998.96,4.65,2416.29,32.89,"  1,013,948.84 ",76.57,"  32,129.75 ",38.82,42.93,1.05%,1.00,31.66,-3.82%,4.06%,-7.88%
1999.01,1248.77,16.28,37.93,164.30,1999.04,4.72,2529.34,32.98,"  1,062,542.57 ",76.83,"  32,276.39 ",40.58,44.81,0.84%,0.98,31.53,-4.41%,3.99%,-8.40%
1999.02,1246.58,16.37,38.16,164.50,1999.12,5.00,2521.84,33.11,"  1,060,548.66 ",77.19,"  32,462.42 ",40.40,44.56,0.54%,0.99,30.92,-5.10%,3.84%,-8.94%
1999.03,1281.66,16.45,38.38,165.00,1999.21,5.23,2584.95,33.18,"  1,088,252.06 ",77.41,"  32,588.29 ",41.36,45.55,0.23%,1.01,30.41,-5.92%,4.06%,-9.98%
1999.04,1334.76,16.45,39.26,166.20,1999.29,5.18,2672.60,32.94,"  1,126,311.66 ",78.61,"  33,128.80 ",42.70,46.97,0.21%,0.98,30.44,-5.18%,3.95%,-9.12%
1999.05,1332.07,16.45,40.14,166.20,1999.37,5.54,2667.22,32.94,"  1,125,198.50 ",80.37,"  33,906.23 ",42.56,46.75,-0.20%,0.98,29.74,-4.58%,3.87%,-8.45%
1999.06,1322.55,16.45,41.02,166.20,1999.46,5.90,2648.16,32.94,"  1,118,314.91 ",82.13,"  34,685.48 ",42.18,46.27,-0.57%,1.01,29.07,-4.33%,3.66%,-8.00%
1999.07,1380.99,16.51,42.00,166.70,1999.54,5.79,2756.88,32.97,"  1,165,387.92 ",83.84,"  35,442.90 ",43.83,48.01,-0.54%,0.99,29.37,-4.59%,3.75%,-8.34%
1999.08,1327.49,16.58,42.98,167.10,1999.62,5.94,2643.73,33.01,"  1,118,721.74 ",85.60,"  36,220.73 ",41.93,45.87,-0.58%,1.01,29.11,-3.47%,3.82%,-7.29%
1999.09,1318.17,16.64,43.96,167.90,1999.71,5.92,2612.66,32.98,"  1,106,737.49 ",87.13,"  36,908.88 ",41.32,45.15,-0.51%,0.99,29.16,-3.03%,3.99%,-7.02%
1999.1,1300.01,16.66,45.36,168.20,1999.79,6.11,2572.07,32.96,"  1,090,706.89 ",89.75,"  38,059.78 ",40.55,44.26,-0.68%,1.01,28.84,-2.66%,4.13%,-6.80%
1999.11,1391.00,16.67,46.77,168.30,1999.87,6.03,2750.46,32.97,"  1,167,519.01 ",92.47,"  39,253.04 ",43.21,47.09,-0.77%,0.99,29.14,-3.13%,4.04%,-7.17%
1999.12,1428.68,16.69,48.17,168.30,1999.96,6.28,2824.97,33.00,"  1,200,312.64 ",95.25,"  40,470.27 ",44.20,48.11,-1.09%,0.98,28.75,-3.17%,4.06%,-7.23%
2000.01,1425.59,16.71,49.10,168.80,2000.04,6.66,2810.51,32.95,"  1,195,335.50 ",96.79,"  41,166.81 ",43.77,47.59,-1.52%,1.02,28.03,-3.03%,4.20%,-7.23%
2000.02,1388.87,16.74,50.02,169.80,2000.12,6.52,2721.99,32.80,"  1,158,850.57 ",98.04,"  41,738.66 ",42.19,45.81,-1.28%,1.02,28.30,-3.02%,4.16%,-7.18%
2000.03,1442.21,16.76,50.95,171.20,2000.21,6.26,2803.41,32.58,"  1,194,671.89 ",99.04,"  42,205.04 ",43.22,46.88,-1.05%,1.03,28.76,-2.79%,3.95%,-6.75%
2000.04,1461.36,16.74,51.27,171.30,2000.29,5.99,2838.98,32.52,"  1,210,983.24 ",99.61,"  42,488.60 ",43.53,47.16,-0.81%,0.97,29.47,-2.55%,3.61%,-6.16%
2000.05,1418.48,16.72,51.60,171.50,2000.37,6.44,2752.46,32.44,"  1,175,232.40 ",100.12,"  42,748.63 ",41.97,45.41,-1.18%,1.03,28.62,-2.86%,4.31%,-7.17%
2000.06,1461.96,16.70,51.92,172.40,2000.46,6.10,2822.02,32.24,"  1,206,079.98 ",100.22,"  42,832.69 ",42.78,46.25,-0.89%,1.01,29.34,-3.45%,4.28%,-7.73%
2000.07,1473.00,16.58,52.51,172.80,2000.54,6.05,2836.75,31.94,"  1,213,512.20 ",101.13,"  43,262.44 ",42.76,46.17,-0.86%,1.02,29.53,-3.53%,4.41%,-7.93%
2000.08,1485.46,16.47,53.11,172.80,2000.62,5.83,2860.75,31.71,"  1,224,907.70 ",102.27,"  43,791.66 ",42.87,46.24,-0.74%,1.01,30.16,-3.55%,4.47%,-8.02%
2000.09,1468.05,16.35,53.70,173.70,2000.71,5.80,2812.57,31.32,"  1,205,396.85 ",102.88,"  44,092.37 ",41.90,45.15,-0.68%,1.01,30.22,-3.08%,4.52%,-7.59%
2000.1,1390.14,16.32,52.47,174.00,2000.79,5.74,2658.71,31.22,"  1,140,572.96 ",100.35,"  43,047.51 ",39.37,42.38,-0.52%,1.01,30.45,-2.11%,4.55%,-6.66%
2000.11,1378.04,16.30,51.23,174.10,2000.87,5.72,2634.06,31.15,"  1,131,109.42 ",97.93,"  42,052.85 ",38.78,41.71,-0.47%,1.04,30.63,-1.80%,4.30%,-6.10%
2000.12,1330.93,16.27,50.00,174.00,2000.96,5.24,2545.47,31.12,"  1,094,182.41 ",95.63,"  41,105.93 ",37.27,40.06,0.10%,1.01,31.93,-1.13%,3.40%,-4.53%
2001.01,1335.63,16.17,48.48,175.10,2001.04,5.16,2538.41,30.73,"  1,092,249.15 ",92.14,"  39,645.89 ",36.98,39.71,0.21%,1.01,32.06,-0.82%,3.25%,-4.07%
2001.02,1305.75,16.07,46.96,175.80,2001.12,5.10,2471.74,30.42,"  1,064,652.90 ",88.89,"  38,289.18 ",35.83,38.46,0.38%,1.02,32.22,-0.30%,3.02%,-3.32%
2001.03,1185.85,15.97,45.44,176.20,2001.21,4.89,2239.68,30.16,"  965,779.20 ",85.82,"  37,007.22 ",32.33,34.68,0.90%,0.98,32.81,0.46%,2.90%,-2.44%
2001.04,1189.84,15.88,42.56,176.90,2001.29,5.14,2238.33,29.87,"  966,267.51 ",80.06,"  34,560.21 ",32.17,34.50,0.69%,0.99,32.18,0.61%,3.02%,-2.41%
2001.05,1270.37,15.78,39.67,177.70,2001.37,5.39,2379.06,29.56,"  1,028,084.62 ",74.30,"  32,106.82 ",34.07,36.52,0.29%,1.01,31.56,0.01%,3.46%,-3.45%
2001.06,1238.71,15.69,36.79,178.00,2001.46,5.28,2315.86,29.33,"  1,001,829.63 ",68.78,"  29,754.59 ",33.07,35.43,0.47%,1.01,31.92,-0.09%,3.53%,-3.62%
2001.07,1204.45,15.71,33.96,177.50,2001.54,5.24,2258.15,29.45,"  977,926.79 ",63.68,"  27,575.78 ",32.16,34.45,0.55%,1.03,32.24,0.45%,3.44%,-2.99%
2001.08,1178.50,15.72,31.14,177.50,2001.62,4.97,2209.50,29.48,"  957,921.11 ",58.38,"  25,308.84 ",31.40,33.63,0.87%,1.02,33.07,-0.47%,3.80%,-4.27%
2001.09,1044.64,15.74,28.31,178.30,2001.71,4.73,1949.74,29.38,"  846,367.13 ",52.84,"  22,936.76 ",27.67,29.63,1.54%,1.02,33.68,0.67%,3.91%,-3.23%
2001.1,1076.59,15.74,27.10,177.70,2001.79,4.57,2016.16,29.48,"  876,264.45 ",50.76,"  22,060.10 ",28.58,30.61,1.53%,1.00,34.36,0.64%,3.58%,-2.94%
2001.11,1129.68,15.74,25.90,177.40,2001.87,4.65,2119.16,29.53,"  922,100.10 ",48.58,"  21,138.13 ",30.01,32.14,1.24%,0.97,34.33,0.32%,3.74%,-3.43%
2001.12,1144.93,15.74,24.69,176.70,2001.96,5.09,2156.28,29.64,"  939,325.01 ",46.50,"  20,256.20 ",30.50,32.68,0.70%,1.01,33.42,0.31%,4.09%,-3.78%
2002.01,1140.21,15.74,24.69,177.10,2002.04,5.04,2142.54,29.57,"  934,413.26 ",46.40,"  20,236.43 ",30.28,32.45,0.78%,1.01,33.61,0.79%,4.01%,-3.23%
2002.02,1100.67,15.73,24.70,177.80,2002.12,4.91,2060.10,29.45,"  899,528.86 ",46.22,"  20,183.49 ",29.09,31.18,1.05%,0.98,33.96,1.54%,3.88%,-2.34%
2002.03,1153.79,15.73,24.70,178.80,2002.21,5.28,2147.44,29.28,"  938,733.06 ",45.97,"  20,096.12 ",30.29,32.48,0.55%,1.01,32.95,1.32%,3.95%,-2.62%
2002.04,1111.93,15.83,25.38,179.80,2002.29,5.21,2058.02,29.31,"  900,711.39 ",46.97,"  20,558.90 ",29.01,31.10,0.81%,1.01,33.09,1.71%,4.00%,-2.29%
2002.05,1079.25,15.94,26.06,179.80,2002.37,5.16,1997.54,29.50,"  875,314.96 ",48.23,"  21,135.70 ",28.13,30.17,0.95%,1.02,33.36,1.69%,4.18%,-2.49%
2002.06,1014.02,16.04,26.74,179.90,2002.46,4.93,1875.76,29.67,"  823,037.16 ",49.46,"  21,703.73 ",26.39,28.32,1.38%,1.03,34.08,2.22%,4.16%,-1.94%
2002.07,903.59,15.96,27.84,180.10,2002.54,4.65,1669.63,29.49,"  733,669.66 ",51.44,"  22,604.68 ",23.46,25.19,2.13%,1.04,34.94,3.71%,4.01%,-0.30%
2002.08,912.55,15.88,28.94,180.70,2002.62,4.26,1680.59,29.25,"  739,555.40 ",53.30,"  23,453.76 ",23.59,25.34,2.50%,1.04,36.06,3.92%,3.50%,0.42%
2002.09,867.81,15.80,30.04,181.00,2002.71,3.87,1595.54,29.05,"  703,196.49 ",55.23,"  24,341.76 ",22.37,24.03,3.11%,1.00,37.28,4.71%,3.09%,1.62%
2002.1,854.63,15.89,29.22,181.30,2002.79,3.94,1568.71,29.17,"  692,441.88 ",53.64,"  23,677.45 ",21.96,23.61,3.10%,0.99,37.12,4.85%,3.12%,1.73%
2002.11,909.93,15.98,28.41,181.30,2002.87,4.05,1670.22,29.33,"  738,326.22 ",52.14,"  23,049.45 ",23.35,25.11,2.71%,1.01,36.91,3.93%,3.34%,0.59%
2002.12,899.18,16.07,27.59,180.90,2002.96,4.03,1654.13,29.56,"  732,305.85 ",50.75,"  22,469.72 ",23.10,24.86,2.76%,1.00,37.18,4.27%,3.24%,1.03%
2003.01,895.84,16.12,28.50,181.70,2003.04,4.05,1640.73,29.52,"  727,462.66 ",52.20,"  23,143.29 ",22.90,24.65,2.77%,1.02,37.08,4.74%,3.07%,1.67%
2003.02,837.03,16.17,29.41,183.10,2003.12,3.90,1521.30,29.39,"  675,595.04 ",53.45,"  23,737.80 ",21.21,22.85,3.31%,1.01,37.37,5.68%,2.86%,2.82%
2003.03,846.63,16.22,30.32,184.20,2003.21,3.81,1529.56,29.30,"  680,347.21 ",54.78,"  24,364.99 ",21.31,22.97,3.40%,0.99,37.55,5.86%,2.82%,3.04%
2003.04,890.03,16.20,31.73,183.80,2003.29,3.96,1611.47,29.34,"  717,867.18 ",57.45,"  25,592.31 ",22.43,24.19,2.97%,1.04,37.29,5.46%,3.10%,2.35%
2003.05,935.96,16.19,33.14,183.50,2003.37,3.57,1697.40,29.36,"  757,236.65 ",60.10,"  26,811.85 ",23.59,25.45,3.11%,1.02,38.69,5.35%,2.56%,2.79%
2003.06,988.00,16.17,34.55,183.70,2003.46,3.33,1789.82,29.29,"  799,558.25 ",62.59,"  27,960.26 ",24.83,26.80,3.13%,0.95,39.54,4.63%,1.99%,2.64%
2003.07,992.54,16.31,35.89,183.90,2003.54,3.98,1796.09,29.51,"  803,457.52 ",64.95,"  29,055.52 ",24.87,26.84,2.49%,0.97,37.51,4.92%,2.29%,2.62%
2003.08,989.53,16.45,37.24,184.60,2003.62,4.45,1783.86,29.65,"  799,088.95 ",67.13,"  30,070.24 ",24.64,26.61,2.07%,1.02,36.08,4.99%,2.56%,2.43%
2003.09,1019.44,16.59,38.58,185.20,2003.71,4.27,1831.82,29.81,"  821,688.31 ",69.32,"  31,096.22 ",25.24,27.26,2.16%,1.00,36.62,4.81%,2.35%,2.45%
2003.1,1038.73,16.86,41.97,185.00,2003.79,4.29,1868.50,30.32,"  839,275.00 ",75.49,"  33,908.31 ",25.68,27.74,2.02%,1.00,36.73,4.83%,2.54%,2.29%
2003.11,1049.90,17.12,45.35,184.50,2003.87,4.30,1893.71,30.89,"  851,755.14 ",81.80,"  36,793.92 ",25.95,28.03,1.94%,1.01,36.93,5.10%,2.44%,2.66%
2003.12,1080.64,17.39,48.74,184.30,2003.96,4.27,1951.27,31.40,"  878,821.99 ",88.01,"  39,637.42 ",26.64,28.78,1.86%,1.01,37.20,4.93%,2.23%,2.69%
2004.01,1132.52,17.60,49.83,185.20,2004.04,4.15,2035.01,31.63,"  917,724.18 ",89.53,"  40,376.45 ",27.66,29.88,1.86%,1.01,37.51,4.53%,2.17%,2.37%
2004.02,1143.36,17.81,50.91,186.20,2004.12,4.08,2043.46,31.83,"  922,728.59 ",90.99,"  41,088.71 ",27.65,29.87,1.95%,1.02,37.65,4.43%,2.25%,2.18%
2004.03,1123.98,18.02,52.00,187.40,2004.21,3.83,1995.96,32.00,"  902,483.97 ",92.34,"  41,752.67 ",26.89,29.04,2.33%,0.96,38.30,4.87%,2.02%,2.85%
2004.04,1133.36,18.21,53.38,188.00,2004.29,4.35,2006.19,32.24,"  908,325.99 ",94.50,"  42,783.82 ",26.90,29.06,1.83%,0.97,36.71,4.79%,2.45%,2.34%
2004.05,1102.78,18.41,54.77,189.10,2004.37,4.72,1940.71,32.39,"  879,898.78 ",96.38,"  43,697.86 ",25.90,27.98,1.66%,1.00,35.56,5.25%,2.90%,2.35%
2004.06,1132.76,18.60,56.15,189.70,2004.46,4.73,1987.16,32.63,"  902,193.71 ",98.50,"  44,721.01 ",26.40,28.52,1.57%,1.02,35.56,5.30%,2.87%,2.43%
2004.07,1105.85,18.79,56.69,189.40,2004.54,4.50,1943.03,33.01,"  883,405.02 ",99.61,"  45,286.64 ",25.70,27.76,1.86%,1.02,36.41,5.68%,2.71%,2.97%
2004.08,1088.94,18.97,57.23,189.50,2004.62,4.28,1912.31,33.32,"  870,699.87 ",100.50,"  45,760.24 ",25.17,27.19,2.13%,1.02,37.17,5.81%,2.64%,3.17%
2004.09,1117.66,19.16,57.77,189.90,2004.71,4.13,1958.61,33.58,"  893,055.54 ",101.24,"  46,160.57 ",25.67,27.73,2.19%,1.01,37.68,5.72%,2.41%,3.30%
2004.1,1117.21,19.25,58.03,190.90,2004.79,4.10,1947.56,33.56,"  889,295.02 ",101.16,"  46,191.67 ",25.41,27.45,2.31%,1.00,37.70,5.50%,2.66%,2.84%
2004.11,1168.94,19.35,58.29,191.00,2004.87,4.19,2036.67,33.71,"  931,267.40 ",101.56,"  46,438.29 ",26.47,28.58,2.05%,1.00,37.54,5.66%,2.76%,2.90%
2004.12,1199.21,19.44,58.55,190.30,2004.96,4.23,2097.10,34.00,"  960,192.46 ",102.39,"  46,880.25 ",27.14,29.31,1.88%,1.00,37.68,5.46%,2.90%,2.56%
2005.01,1181.41,19.70,59.11,190.70,2005.04,4.22,2061.64,34.38,"  945,268.00 ",103.15,"  47,292.34 ",26.59,28.71,1.95%,1.01,37.77,5.56%,3.25%,2.31%
2005.02,1199.63,19.97,59.66,191.80,2005.12,4.17,2081.43,34.64,"  955,664.98 ",103.52,"  47,529.79 ",26.74,28.87,2.00%,0.98,37.83,5.70%,3.11%,2.59%
2005.03,1194.90,20.23,60.22,193.30,2005.21,4.50,2057.13,34.83,"  945,842.80 ",103.67,"  47,668.13 ",26.34,28.43,1.77%,1.02,36.68,5.75%,3.33%,2.42%
2005.04,1164.43,20.46,61.23,194.60,2005.29,4.34,1991.28,34.99,"  916,907.13 ",104.71,"  48,216.96 ",25.41,27.43,2.10%,1.02,37.04,6.15%,3.32%,2.83%
2005.05,1178.28,20.70,62.25,194.40,2005.37,4.14,2017.04,35.43,"  930,127.08 ",106.56,"  49,137.14 ",25.65,27.69,2.24%,1.01,37.82,6.05%,2.83%,3.22%
2005.06,1202.25,20.93,63.26,194.50,2005.46,4.00,2057.02,35.81,"  949,937.03 ",108.24,"  49,983.79 ",26.07,28.14,2.30%,0.99,38.36,5.74%,2.52%,3.22%
2005.07,1222.24,21.11,64.33,195.40,2005.54,4.18,2081.59,35.95,"  962,667.26 ",109.56,"  50,667.94 ",26.29,28.37,2.13%,1.00,37.75,5.59%,2.74%,2.85%
